filename,field,gold_value,pred_value,gold_explanation
1d944ee3ddab55fca2012dbe7e8a32a7.txt,parties,"Dynegy Holdings, LLC | Party; Dynegy Inc. | Party; AMEREN ILLINOIS COMPANY D/B/A AMEREN ILLINOIS | Counterparty; CITIGROUP ENERGY INC. | Counterparty; HESS CORPORATION | Counterparty; A2 RECRUITING | Counterparty; ACADIAN GLOBAL EQUITY FUND | Counterparty; ACE AMERICAN INSURANCE COMPANY | Counterparty; ACE BERMUDA INTERNATIONAL INSURANCE | Counterparty; ACE GLOBAL MARKETS SYNDICATE AGM 2488 | Counterparty; AEGIS INSURANCE SERVICES, INC. | Counterparty; AEGIS POWER AND UTILITY CONSORTIUM SYNDICATE 9690 | Counterparty; AKIN GUMP STRAUSS HAUER & FELD LLP | Counterparty; ALLIANZ GLOBAL RISKS U.S. INSURANCE COMPANY | Counterparty; ALLIED WORLD ASSURANCE COMPANY | Counterparty; ALLIED WORLD NATIONAL ASSURANCE CO | Counterparty; ALVAREZ & MARSAL TAXAND, LLC | Counterparty; AMERICAN HEALTHWAYS SERVICES, INC. | Counterparty","Dynegy Holdings, LLC; AMEREN ILLINOIS COMPANY D/B/A AMEREN ILLINOIS | Counterparty; CITIGROUP ENERGY INC. | Counterparty; HESS CORPORATION | Counterparty; Dynegy Inc.; A2 RECRUITING | Counterparty; ACADIAN GLOBAL EQUITY FUND C/O ACADIAN ASSET MANAGEMENT, INC. | Counterparty; ACE AMERICAN INSURANCE COMPANY | Counterparty; ACE BERMUDA INTERNATIONAL INSURANCE | Counterparty; ACE GLOBAL MARKETS SYNDICATE AGM | Counterparty; AEGIS INSURANCE SERVICES, INC. | Counterparty; AEGIS POWER AND UTILITY CONSORTIUM SYNDICATE | Counterparty; AKIN GUMP STRAUSS HAUER & FELD LLP | Counterparty; ALLIANZ GLOBAL RISKS U.S. INSURANCE COMPANY | Counterparty; ALLIED WORLD ASSURANCE COMPANY | Counterparty; ALLIED WORLD NATIONAL ASSURANCE CO | Counterparty; ALVAREZ & MARSAL TAXAND, LLC | Counterparty; AMERICAN HEALTHWAYS SERVICES, INC. | Counterparty; ARCH INSURANCE COMPANY | Counterparty; ARCH INSURANCE COMPANY (EUROPE) LTD | Counterparty; ARCH REINSURANCE LTD. | Counterparty; ARGENTA SYNDICATE | Counterparty; ARGO INTERNATIONAL SYNDICATE AMA | Counterparty; ARGO RE LTD. | Counterparty; ARGUS MEDIA | Counterparty; ARK SYNDICATE | Counterparty; ASCOT SYNDICATE | Counterparty; ASSOCIATED ELECTRIC & GAS INSURANCE SERVICES | Counterparty; ASSOCIATED ELECTRIC & GAS INSURANCE SERVICES LTD | Counterparty; AXIS INSURANCE COMPANY | Counterparty; BAKER HOSTETLER LLP | Counterparty; BARCLAYS BANK PLC | Counterparty; BEAZLEY INSURANCE COMPANY, INC. | Counterparty; BECK REDDEN & SECREST, L.L.P. | Counterparty; BEL-O SALES AND SERVICE, INC. | Counterparty; BERKLEY INSURANCE COMPANY | Counterparty; BLUE CROSS AND BLUE SHIELD OF ILLINOIS | Counterparty; BOSE MCKINNEY & EVANS LLP | Counterparty; BRIDGEWAY SOFTWARE, INC. | Counterparty; BRIT INSURANCE SYNDICATE | Counterparty; BROADGATE SYNDICATE | Counterparty; BUCK CONSULTANTS, LLC | Counterparty; BUSINESS WIRE | Counterparty; BW GAS LPG HOLDING LTD. | Counterparty; CANNON PACIFIC | Counterparty; CATLIN SYNDICATE | Counterparty; CHARTIS EXCESS LIMITED | Counterparty; CHARTIS PROPERTY & CASUALTY COMPANY | Counterparty; CHUBB CUSTOM INSURANCE COMPANY | Counterparty; CONSTITUTIONAL STATES SERVICES, LLC | Counterparty; CONTINENTAL CASUALTY COMPANY | Counterparty; COPYRIGHT CLEARANCE CENTER | Counterparty; CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH | Counterparty; CREDIT SUISSE SECURITIES (USA) LLC | Counterparty; CROWN RELOCATIONS | Counterparty; CUMMINGS WAGNER CO., INC. | Counterparty; CUSHMAN & WAKEFIELD OF TEXAS, INC. | Counterparty; DALEY MOHAN GROBLE, P.C. | Counterparty; DATASPLICE | Counterparty; DAVID CHANEY, CPA | Counterparty; DELTA DENTAL | Counterparty; DILIGENT BOARD MEMBER SERVICES INC. | Counterparty; DYNEGY ADMINISTRATIVE SERVICES COMPANY | Counterparty; DYNEGY COAL HOLDCO, LLC | Counterparty; DYNEGY COAL INVESTMENTS HOLDINGS, LLC | Counterparty; DYNEGY GAS HOLDCO, LLC | Counterparty; DYNEGY GAS INVESTMENTS HOLDINGS, LLC | Counterparty; DYNEGY GAS INVESTMENTS, LLC | Counterparty; DYNEGY MARKETING AND TRADE, LLC | Counterparty; DYNEGY MIDWEST GENERATION, LLC | Counterparty; DYNEGY NORTHEAST GENERATION, INC. | Counterparty; DYNEGY OPERATING COMPANY | Counterparty; DYNEGY POWER MARKETING, LLC | Counterparty; DYNEGY POWER, LLC | Counterparty; E*TRADE FINANCIAL CORPORATE SERVICES, INC. | Counterparty; ELIZABETH A. PARRELLA | Counterparty; ELLISON, SCHNEIDER & HARRIS L.L.P. | Counterparty; ENERGY INSURANCE MUTUAL | Counterparty; ENI | Counterparty; FARADAY SYNDICATE | Counterparty; FEDERAL INSURANCE COMPANY CHUBB GROUP OF INSURANCE COMPANIES | Counterparty; FEDERAL INSURANCE COMPANY | Counterparty; GENERAL SECURITY INDEMNITY COMPANY OF ARIZONA | Counterparty","The schedule lists Dynegy Holdings, LLC and Dynegy Inc. as the main parties, with various counterparties named for each contract."
2241af180696534ba7db80c610ae5aa4.txt,parties,Morgan Stanley Capital Services LLC | Non-Affected Party; Tiles Trust 2005-1 | Counterparty,Morgan Stanley Capital Services LLC | Party; Tiles Trust 2005-1 | Party,"The parties are explicitly named as 'Morgan Stanley Capital Services LLC (""MSCS"")' and 'Tiles Trust 2005-1', with MSCS acting as the Non-Affected Party."
2357411a95215d8daa1c46f22f66d5d7.txt,contract_date,2020-03-31,2020-04-21,"The agreement states it is 'effective as March 31, 2020', which is the main effective date for the modification."
2357411a95215d8daa1c46f22f66d5d7.txt,amendment_date,2020-04-21,,"The agreement is 'made on April 21, 2020', which is the date of the amendment's execution."
24ee6bc974f45415b122da9c85a34c24.txt,parties,CITIGROUP GLOBAL MARKETS INC. AS AGENT FOR CITIGROUP GLOBAL MARKETS LIMITED | Seller/Agent; CAPITALSOURCE FINANCE LLC | Buyer,CITIGROUP GLOBAL MARKETS INC. AS AGENT FOR CITIGROUP GLOBAL MARKETS LIMITED | Seller; CAPITALSOURCE FINANCE LLC | Buyer,"The parties are listed as 'PARTY A' and 'PARTY B', and the agreement describes their roles as 'Seller' and 'Buyer' in the transaction."
26229cc9defb5f40a1666c9aaaaaa02d.txt,status,,EXECUTED,There is no explicit indication in the provided text whether the agreement is a draft or executed version.
2b142bc050975d54984e367462b2fffd.txt,parties,"Bank of America, N.A.; Verizon Owner Trust 2020-A","Bank of America, N.A. | Party; Verizon Owner Trust 2020-A | Party","The two parties listed at the top are 'Bank of America, N.A.' and 'Verizon Owner Trust 2020-A'. No explicit roles (e.g., Seller/Buyer) are stated."
2d390fb1345b518f8ce7bef938e373de.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and Guarantors signatory hereto."
334088f9de685837a7525f4b2175e3e4.txt,status,,EXECUTED,There is no explicit indication of execution or draft status in the provided text.
334088f9de685837a7525f4b2175e3e4.txt,parties,"SWISS RE FINANCIAL PRODUCTS CORPORATION; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET SECURITIES CORPORATION MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-GEL3","SWISS RE FINANCIAL PRODUCTS CORPORATION | Party A; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET SECURITIES CORPORATION MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-GEL3 | Party B","Both parties are explicitly named in the agreement header. No explicit roles (e.g., Seller/Buyer) are provided."
347f78b02fe15cdabecb546be184c964.txt,parties,"Wells Fargo Bank, National Association; Verizon Owner Trust 2019-B","Wells Fargo Bank, National Association | Party; Verizon Owner Trust 2019-B | Party","Both parties are listed at the top of the agreement as entering into the contract, but no explicit roles (such as 'Seller' or 'Buyer') are specified."
359fd50d13c6566690d0cc51a332dec8.txt,version_type,INITIAL,,There is no indication this is an amendment or restated document; it appears to be the initial schedule of assumed and assigned contracts.
359fd50d13c6566690d0cc51a332dec8.txt,status,EXECUTED,,"Schedules of assumed and assigned contracts are typically executed as part of a transaction or bankruptcy process, though the text does not explicitly state the status."
359fd50d13c6566690d0cc51a332dec8.txt,parties,"Dynegy Holdings, LLC | Assignor; Dynegy Inc. | Assignor","AMEREN ILLINOIS COMPANY D/B/A AMEREN ILLINOIS; CITIGROUP ENERGY INC.; HESS CORPORATION; A2 RECRUITING; ACADIAN GLOBAL EQUITY FUND C/O ACADIAN ASSET MANAGEMENT, INC.; ACE AMERICAN INSURANCE COMPANY; ACE BERMUDA INTERNATIONAL INSURANCE; ACE GLOBAL MARKETS SYNDICATE AGM; AEGIS INSURANCE SERVICES, INC.; AEGIS POWER AND UTILITY CONSORTIUM SYNDICATE; AKIN GUMP STRAUSS HAUER & FELD LLP; ALLIANZ GLOBAL RISKS U.S. INSURANCE COMPANY; ALLIED WORLD ASSURANCE COMPANY; ALLIED WORLD NATIONAL ASSURANCE CO; ALVAREZ & MARSAL TAXAND, LLC; AMERICAN HEALTHWAYS SERVICES, INC.; ARCH INSURANCE COMPANY; ARCH INSURANCE COMPANY (EUROPE) LTD; ARCH REINSURANCE LTD.; ARGENTA SYNDICATE ARG 2121; ARGO INTERNATIONAL SYNDICATE AMA; ARGO RE LTD.; ARGUS MEDIA; ARK SYNDICATE ARK; ASCOT SYNDICATE ASC; ASSOCIATED ELECTRIC & GAS INSURANCE SERVICES; ASSOCIATED ELECTRIC & GAS INSURANCE SERVICES LTD; AXIS INSURANCE COMPANY; BAKER HOSTETLER LLP; BARCLAYS BANK PLC; BEAZLEY INSURANCE COMPANY, INC.; BECK REDDEN & SECREST, L.L.P.; BEL-O SALES AND SERVICE, INC.; BERKLEY INSURANCE COMPANY; BLUE CROSS AND BLUE SHIELD OF ILLINOIS; BOSE MCKINNEY & EVANS LLP; BRIDGEWAY SOFTWARE, INC.; BRIT INSURANCE SYNDICATE BRT; BROADGATE SYNDICATE BGT; BUCK CONSULTANTS, LLC; BUSINESS WIRE; BW GAS LPG HOLDING LTD.; CANNON PACIFIC; CATLIN SYNDICATE SJC; CHARTIS EXCESS LIMITED; CHARTIS PROPERTY & CASUALTY COMPANY; CHUBB CUSTOM INSURANCE COMPANY; CONSTITUTIONAL STATES SERVICES, LLC; CONTINENTAL CASUALTY COMPANY; COPYRIGHT CLEARANCE CENTER","The schedule is titled for 'Dynegy Holdings, LLC Contracts' and 'Dynegy Inc. Contracts', indicating these are the parties assigning or assuming contracts. Counterparties are listed for each contract, but the main parties for the schedule are Dynegy Holdings, LLC and Dynegy Inc."
36a31e571bec5cdfb2a270c772619d4e.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and the Guarantors signatory hereto."
36eed4189a145f6b9813868c78e0b921.txt,parties,"Rabobank, N.A. | Party A; QAD Ortega Hill, LLC | Party B","Rabobank, N.A. | Party A; QAD Ortega Hill, LLC, a Delaware limited liability company | Party B","The parties are explicitly listed as 'Rabobank, N.A.' (Party A) and 'QAD Ortega Hill, LLC' (Party B)."
3cc4c1e23c5d52adbbc6baae97fadd4a.txt,parties,"WELLS FARGO BANK, N.A.; FARMER BROS. CO.","WELLS FARGO BANK, N.A. | Party; FARMER BROS. CO. | Party","The parties are explicitly named as 'WELLS FARGO BANK, N.A.' and 'FARMER BROS. CO.' in the agreement introduction."
41e4b0c97a085b0d8e8fd507f3073ecb.txt,status,,EXECUTED,The document does not specify whether it is a draft or executed version; status cannot be determined from the provided text.
432762f78c425f1fbac75b88fd552975.txt,parties,"COMERICA BANK; MEGABINGO, INC.; MGAM SYSTEMS, INC.","COMERICA BANK | Party; MEGABINGO, INC. | Party; MGAM SYSTEMS, INC. | Party","The parties are explicitly listed as 'COMERICA BANK', 'MEGABINGO, INC.', and 'MGAM SYSTEMS, INC.' in the agreement introduction."
437d100c1df8545c8e59874b6f0f7c1a.txt,contract_date,2005-05-18,2004-05-28,"The text states 'On May 18, 2005, Chesapeake Exploration Limited Partnership... entered into Amendment No. 1 to its ISDA Master Agreement', making May 18, 2005 the contract date."
437d100c1df8545c8e59874b6f0f7c1a.txt,parties,Chesapeake Exploration Limited Partnership | Party; Deutsche Bank AG | Party,Chesapeake Exploration Limited Partnership | Counterparty; Deutsche Bank AG | Counterparty,"The amendment is between Chesapeake Exploration Limited Partnership and Deutsche Bank AG, as stated in the description of the amendment."
444a4fc044c55c61ba354cd85fb4221d.txt,status,,EXECUTED,The document does not specify whether it is a draft or executed version; no signatures or execution language are present in the provided text.
44b1a05087fa5df2aefd185b306464c7.txt,parties,"HSBC BANK USA, NATIONAL ASSOCIATION; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-8","HSBC BANK USA, NATIONAL ASSOCIATION | Party A; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-8 | Party B","Both party names are listed at the top of the agreement as the entities entering into the contract. Specific roles (e.g., Buyer/Seller) are not specified in the provided text."
44bfc10183425119bf507083874e5756.txt,parties,KeyBank National Association; Jupitermedia Corporation,KeyBank National Association | Party; Jupitermedia Corporation | Party,"Both party names are listed at the top of the agreement as the entities entering into the ISDA Master Agreement. No explicit roles (e.g., Seller/Buyer) are specified."
48f4b47f6dc853c8be04705dda4c3264.txt,parties,"MERRILL LYNCH CAPITAL SERVICES, INC.; CENTERLINE GUARANTEED HOLDINGS LLC","MERRILL LYNCH CAPITAL SERVICES, INC. | Party; CENTERLINE GUARANTEED HOLDINGS LLC | Party","The two parties are clearly listed as 'between MERRILL LYNCH CAPITAL SERVICES, INC.' and 'CENTERLINE GUARANTEED HOLDINGS LLC'. No explicit roles (such as Seller/Buyer) are given in the excerpt."
498a0e40db6d54a6a47d666be570f271.txt,parties,Macquarie Bank Limited | Party A; Each Party B specified on Appendix A to this Agreement | Party B,Macquarie Bank Limited (AFS Licence: 237502) | Party A; Each Party B specified on Appendix A to this Agreement | Party B,"The agreement is between 'Macquarie Bank Limited (""Party A"")' and 'Each Party B specified on Appendix A to this Agreement, severally and not jointly (each a ""Party B"")'."
4e875e5632ca5d02883692ec03d0cc6c.txt,contract_date,2010-05-28,2009-09-22,"The document states 'SECOND AMENDMENT dated as of May 28, 2010', which is the main date associated with this amendment."
4e875e5632ca5d02883692ec03d0cc6c.txt,parties,SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B; Specified Entities party thereto | Other party,SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B; The Specified Entities Party Thereto,"The parties are listed as SEMPRA ENERGY TRADING LLC (Party A), MXENERGY ELECTRIC INC. (Party B), and 'the Specified Entities party thereto'."
5121352e4b375dad98f145f938a196cb.txt,contract_type,ISDA,IRS,"The document is titled 'ISDA Master Agreement (Interest Rate Swap Agreement)' and references a Schedule to the Master Agreement, indicating it is an ISDA Master Agreement."
5273ace62a7a5e83b8b7bcc3e335ab37.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and the Guarantors signatory hereto."
5646f6cd2d1d585d979a6ba89d9d434a.txt,parties,"DEUTSCHE BANK AG NEW YORK | Party A; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1, a New York common law trust | Party B","DEUTSCHE BANK AG NEW YORK; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1, a New York common law trust | Party A",Both parties are explicitly named in the agreement with their respective roles as Party A and Party B.
57eb626d75245ce0abd75863e5000b9e.txt,parties,"SOCIETE GENERALE | Party A; Each entity listed on Appendix I to the Schedule hereto, severally and not jointly | Party B",SOCIETE GENERALE | Party A; Each entity listed on Appendix I to the Schedule hereto | Party B,"The parties are explicitly listed as 'SOCIETE GENERALE (""Party A"")' and 'Each entity listed on Appendix I to the Schedule hereto... (""Party B"")'."
5a5adf7517955ea6bd8fad0b01280b43.txt,parties,"Goldman Sachs Capital Markets, L.P. | Sender; X-Rite, Incorporated | Recipient","Goldman Sachs Capital Markets, L.P. | Party; X-Rite, Incorporated | Party","The letter is from Goldman Sachs Capital Markets, L.P. to X-Rite, Incorporated, as shown in the addresses and salutation."
5b3b418331ba5994a23e43d507dcee0b.txt,contract_type,ISDA,IRS,"The document is titled 'ISDA Schedule to the Master Agreement for Interest Rate Swap' and references both a schedule and an ISDA Master Agreement, matching the ISDA code."
5b3b418331ba5994a23e43d507dcee0b.txt,parties,CRUSADE MANAGEMENT LIMITED | Party A; ST.GEORGE BANK LIMITED; PERPETUAL TRUSTEES CONSOLIDATED LIMITED AS TRUSTEE OF THE CRUSADE GLOBAL TRUST NO. 1 OF 2007 | Party B,CRUSADE MANAGEMENT LIMITED | Party A; ST.GEORGE BANK LIMITED | St.George; PERPETUAL TRUSTEES CONSOLIDATED LIMITED as trustee of the Crusade Global Trust No. 1 of 2007 | Party B,The parties are explicitly listed with roles Party A and Party B; St.George Bank Limited is listed as a party but without a specific role.
61144fd96fa95672bf5e800a986c8722.txt,parties,ALLY AUTO RECEIVABLES TRUST 2010-3; THE ROYAL BANK OF SCOTLAND PLC,ALLY AUTO RECEIVABLES TRUST 2010-3 | Party; THE ROYAL BANK OF SCOTLAND PLC | Party,The parties are explicitly named as 'ALLY AUTO RECEIVABLES TRUST 2010-3' and 'THE ROYAL BANK OF SCOTLAND PLC'. Their specific roles are not stated in the provided text.
61158cb609b45c6caf15f34b7d2ff735.txt,parties,"Citibank, N.A. | Citibank; Del River LLC | Counterparty","Citibank, N.A. | Party; Del River LLC | Counterparty","The document states the Master Agreement is between Citibank, N.A. and Del River LLC, with Citibank as 'Citibank' and Del River LLC as 'the Counterparty.'"
6182f1b146f35141ade16b62b13fac99.txt,parties,"CITIBANK, N.A.; IC-II INVESTMENTS LLC","CITIBANK, N.A. | Party; IC-II INVESTMENTS LLC | Party","The parties are clearly listed as 'CITIBANK, N.A.' and 'IC-II INVESTMENTS LLC'. No specific roles (such as Seller/Buyer) are mentioned."
643d285979305f4eabdae10d08fe70f7.txt,parties,"WACHOVIA BANK, NATIONAL ASSOCIATION | Party A; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3 | Party B","WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3, a New York common law trust | Party A; WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3, a New York common law trust | Party B","The parties are explicitly listed as 'WACHOVIA BANK, NATIONAL ASSOCIATION' and 'NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3', with Party A and Party B roles."
66491d42b87858e0bb0122ddc92bcfef.txt,parties,"TWIN DISC, INCORPORATED; BANK OF MONTREAL","TWIN DISC, INCORPORATED; BANK OF MONTREAL | Party B","The parties are listed as 'TWIN DISC, INCORPORATED' and 'BANK OF MONTREAL'. While 'Party A' and 'Party B' are mentioned, it is not explicitly clear which is which, so roles are left null."
6bb2b85d54dd5fceb3f642a4c84a167e.txt,status,,EXECUTED,The document does not specify whether it is a draft or executed version; no signatures or execution language are present in the provided text.
6fc8e9e40db851799a0e16117f56841b.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version. No signatures or execution language are present in the provided text."
7139cc85a8965b8bb389aaaf31a6ed6b.txt,contract_type,ISDA,SWAP,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, Inc., with mention of the schedule and confirmations, fitting the ISDA Master Agreement category."
74a043b2a2c75aeca43e1782601f332a.txt,status,,EXECUTED,The document does not specify whether it is a draft or executed version; status cannot be determined from the provided text.
7c015d324e4a515287d58dfcbbab8201.txt,parties,"SWISS RE FINANCIAL PRODUCTS CORPORATION; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-HE3","SWISS RE FINANCIAL PRODUCTS CORPORATION | Party A; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-HE3 | Party B","Both parties are explicitly named as entering into the agreement. No specific roles (e.g., Buyer/Seller) are assigned in the text."
7fc1ca3135555cd98794717a904fe5d2.txt,parties,"Bank of America, N.A.; LKQ Corporation","Bank of America, N.A. | Party; LKQ Corporation | Party","The parties are explicitly listed as 'Bank of America, N.A.' and 'LKQ Corporation'. No specific roles (such as Seller/Buyer) are assigned in the provided text."
