filename,contract_type,contract_type_confidence,contract_type_explanation,contract_date,contract_date_confidence,contract_date_explanation,amendment_date,amendment_date_confidence,amendment_date_explanation,version_type,version_type_confidence,version_type_explanation,status,status_confidence,status_explanation,parties,parties_confidence,parties_explanation
0b6bc60d83645d25af0d17040887e126.txt,ISDA,100,"The document is titled 'ISDA', references the 'International Swaps and Derivatives Association, Inc.', and is a 'SCHEDULE to the 2002 Master Agreement', which is an ISDA Master Agreement.",2020-04-07,100,"The text states 'dated as of April 7, 2020', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the schedule to the master agreement.,INITIAL,95,The document is a schedule to the 2002 Master Agreement and there is no indication it is an amendment or restatement.,EXECUTED,95,"The document is labeled 'Execution Copy', which indicates it is an executed version.","CITIBANK, N.A. | Party A; ADVANCED ENERGY INDUSTRIES, INC. | Party B",100,"The parties are explicitly listed as 'CITIBANK, N.A.' (Party A) and 'ADVANCED ENERGY INDUSTRIES, INC.' (Party B)."
0c9e47dc758752f6995bf2dc196297e1.txt,SWAP (Currency Swap Agreement),95,The document is titled 'CBA CURRENCY SWAP' and references a 'CURRENCY SWAP AGREEMENT' and an 'ISDA MASTER AGREEMENT (CURRENCY SWAP AGREEMENT)'.,2003-03-13,98,"The text states 'DATED AS OF 13 MARCH 2003', which is the effective date of the agreement.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL (initial contract),98,"The document is a 'SCHEDULE TO THE MASTER AGREEMENT' and is dated, with no reference to amendment or restatement.",EXECUTED (Executed),90,"The presence of a specific date and the formal structure suggest this is an executed agreement, not a draft.",SECURITISATION ADVISORY SERVICES PTY. LIMITED | Manager; COMMONWEALTH BANK OF AUSTRALIA | Party A; PERPETUAL TRUSTEE COMPANY LIMITED | Party B,98,"The parties are explicitly listed with their roles: Manager, Party A, and Party B."
1159d683a6005af8aba360d1c04cf5dc.txt,ISDA (ISDA Master Agreement),100,The document is titled 'FIRST AMENDMENT ... TO THE ISDA MASTER AGREEMENT' and references the ISDA Master Agreement and its schedule.,2009-09-28,100,"The amendment is dated as of September 28, 2009, as stated multiple times in the document.",2009-09-28,100,"This is an amendment, and the date of the amendment is September 28, 2009.",AMENDMENT,100,The document is titled 'FIRST AMENDMENT' and amends the ISDA Master Agreement.,EXECUTED,90,"The document uses formal language and is dated, with no indication it is a draft. It is likely executed.",SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B; Specified Entities party thereto,95,"The parties are listed in the opening and recitals: SEMPRA ENERGY TRADING LLC (Party A), MXENERGY ELECTRIC INC. (Party B), and 'Specified Entities party thereto'."
11dab7c47eb55453b74c1653f1b62ce3.txt,ISDA,98,"The document is a 'Schedule to the 2002 ISDA Master Agreement', which matches the ISDA contract type.",2017-07-12,100,"The text states 'dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the original agreement.,INITIAL,95,"This is a schedule to the original ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The use of 'dated as of' and the formal structure suggest this is an executed agreement, not a draft.","JPMorgan Chase Bank, N.A. | Party A; CMF TT II, LLC | Party B",100,The parties are explicitly listed as 'Party A' and 'Party B' in the opening paragraph.
150449ff60495a6ba999893a09fd46fe.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT' and refers to the ISDA Master Agreement throughout.",2005-02-22,100,"The agreement is stated as 'dated as of February 22, 2005' near the top of the document.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,INITIAL,100,The document is the original 'MASTER AGREEMENT' and there is no indication it is an amendment or restated version.,EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates an executed agreement.","WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1",95,"Both party names are listed at the top. Party A and Party B are referenced, but the assignment of which is which is ambiguous in the text provided."
16800388b951529f9e35659108c2f7f1.txt,ISDA,100,The document is titled 'ISDA MASTER AGREEMENT/SCHEDULE TO ISDA MASTER AGT.' and repeatedly references the ISDA Master Agreement and Schedule.,2004-06-30,100,"The agreement is stated to be 'dated as of June 30, 2004'.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL,100,The document is described as the ISDA Master Agreement with no indication of amendment or restatement.,EXECUTED,90,"The agreement is 'dated as of June 30, 2004', which typically indicates execution; there is no indication that it is a draft.","Greenwich Capital Derivatives, Inc. | Party A; Deutsche Bank National Trust Company, acting solely as Auction Administrator and intermediary agent for the Holders of the Auction Certificates and not individually or as Trustee or on behalf of Thornburg Mortgage Securities Trust 2004-2 Mortgage Loan Pass-Through Certificates, Series 2004-2 under the Pooling and Servicing Agreement | Party B",100,Both parties are explicitly named with their respective roles as Party A and Party B.
1904d5968c2c5061b094ff389e501651.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' from the International Swaps and Derivatives Association, Inc., and references the ISDA Master Agreement and Schedule.",2012-05-25,100,"The agreement is stated as 'dated as of May 25, 2012'.",,100,There is no indication that this document is an amendment; it appears to be the initial agreement.,INITIAL,100,"This is the original 2002 Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and presented as a formal contract, which typically indicates execution, though explicit signatures are not shown in the excerpt.","Rabobank, N.A.; QAD Ortega Hill, LLC, a Delaware limited liability company",95,"The parties are listed at the top: 'Rabobank, N.A.' and 'QAD Ortega Hill, LLC, a Delaware limited liability company'. No explicit roles (e.g., Seller/Buyer) are stated."
19e71952e7355a1b9430b779bef312e2.txt,ISDA,95,"The document is titled 'AMENDMENT TO ISDA MASTER AGREEMENT' and refers to amending an existing ISDA Master Agreement, indicating the contract type is ISDA.",2009-06-01,98,"The amendment is 'dated as of June 1, 2009', which is the main date associated with this contract.",2009-06-01,98,"This is an amendment, and the date of the amendment is explicitly stated as June 1, 2009.",AMENDMENT,100,"The document is titled 'AMENDMENT' and amends a prior agreement, so the version type is 'AMENDMENT'.",EXECUTED,95,"The document is labeled 'EXECUTION COPY', which typically indicates an executed version.","GMAC Investment Management LLC; Residential Funding Company, LLC",95,"Both parties are named as entering into the amendment, but specific roles (e.g., Party A/B) are not explicitly assigned in the provided text."
1a42853f17ac53b1bed201cd4f514e26.txt,ISDA,95,"The document amends both an ISDA Master Agreement and an ISDA Credit Support Annex, as explicitly stated in the WHEREAS clauses.",2013-07-22,100,"The document is titled 'AMENDING AGREEMENT dated as of the 22 day of July, 2013', which is the main date associated with this amendment.",2013-07-22,100,"This is an amending agreement dated July 22, 2013, so this is the amendment date.",AMENDMENT,100,The document is titled 'AMENDING AGREEMENT' and its purpose is to amend existing agreements.,EXECUTED,80,"The agreement uses formal language ('the parties hereby agree'), which is typical of executed agreements, though no explicit signature block is shown in the excerpt.","THE BANK OF NOVA SCOTIA; HALIFAX FUNDING LLC; CORPORATE CAPITAL TRUST, INC.; THE BANK OF NOVA SCOTIA TRUST COMPANY OF NEW YORK",100,All four parties are listed at the beginning of the agreement. No explicit roles are assigned in the provided text.
1ac97046876756bb8bcc28581198bdeb.txt,ISDA,100,The document is titled 'SCHEDULE TO THE ISDA MASTER AGREEMENT' and references the ISDA Master Agreement throughout.,2006-02-13,100,"The text states 'dated as of February 13, 2006', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the original agreement.,INITIAL,95,"The document is a schedule to the ISDA Master Agreement and there is no mention of amendment or restatement, indicating it is the initial contract.",EXECUTED,90,"The document is dated and formatted as a formal schedule, which typically indicates execution, though actual signatures are not shown in the excerpt.","HSBC Bank USA, N.A. | Party A; Volkswagen Auto Loan Enhanced Trust 2007-1 | Party B",100,"The parties are explicitly listed as 'HSBC Bank USA, N.A.' and 'Volkswagen Auto Loan Enhanced Trust 2007-1' with their respective roles as Party A and Party B."
1acc4999ab0950bd92e59bfa201013c7.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, indicating it is an ISDA Master Agreement.",2008-09-12,100,"The agreement is stated to be 'dated as of September 12, 2008', which is the main contract date.",,100,There is no indication that this document is an amendment or contains an amendment date.,INITIAL,100,There is no mention of amendment or restatement; this appears to be the initial contract.,EXECUTED,90,"The agreement is dated and presented as a formal contract, which typically indicates it is executed, though no explicit signature block is shown in the excerpt.",Barclays Bank PLC; World Financial Network Credit Card Master Note Trust,95,"The parties are listed as 'Barclays Bank PLC' and 'World Financial Network Credit Card Master Note Trust'. Roles are not explicitly stated, but they are referred to as Party A and Party B."
1aecc12bda995eda92e3be9bb37281ae.txt,ISDA,100,"The document is titled 'SCHEDULE TO JP MORGAN CHASE BANK, N.A. ISDA MASTER AGREEMENT' and references the 2002 MASTER AGREEMENT, which is an ISDA Master Agreement.",2008-05-05,100,"The text states '2002 MASTER AGREEMENT dated as of 5 May, 2008', which is the effective date of the contract.",,100,"There is no indication that this is an amendment; it is a schedule to the master agreement, not an amendment document.",INITIAL,95,"This is a schedule to the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,95,"The document is labeled 'Execution Copy', which indicates it is an executed version.","JPMORGAN CHASE BANK, N.A. | Party A; BARNES GROUP INC. | Party B",100,"The parties are explicitly listed as 'JPMORGAN CHASE BANK, N.A. (""Party A"")' and 'BARNES GROUP INC. (""Party B"")'."
1bf939a8b886502e87c23b970ab61d1b.txt,TERMINATION,100,The document is titled 'TERMINATION ACKNOWLEDGMENT (TRS)' and repeatedly refers to the termination of transactions and the Master Agreement.,2013-05-24,100,"The document is dated 'May 24, 2013' at the top, and the termination is stated to occur 'on the date hereof'.",,100,"This is a termination acknowledgment, not an amendment; no amendment date is provided or applicable.",INITIAL,80,"This is the initial and only version of the Termination Acknowledgment, not an amendment or restatement.",EXECUTED,90,"The document includes 'IN WITNESS WHEREOF, the undersigned have caused this Termination Acknowledgment to be duly executed as of the date first written above.', indicating execution.","Citibank, N.A. | Citibank; EP Investments LLC | Counterparty",100,"The parties are explicitly named as 'Citibank, N.A.' and 'EP Investments LLC (the Counterparty)' in the reference section."
1d7c4032c83b5569a8e06ae1044acead.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc. and the schedule, which matches the ISDA Master Agreement category.",2017-07-12,100,"The agreement is stated to be 'dated as of July 12, 2017'.",,100,There is no indication that this document is an amendment or contains an amendment date.,INITIAL,100,"The document is a '2002 MASTER AGREEMENT' with no indication of being amended, restated, or an amendment; thus, it is the initial contract.",EXECUTED,90,"The agreement is dated and presented as a formal contract, which typically indicates execution. There is no explicit 'draft' or 'signed' label.","JPMORGAN CHASE BANK, N.A. | Party A; CAMBRIDGE MASTER FUND LP. | Party B",100,"The parties are explicitly listed as 'JPMORGAN CHASE BANK, N.A.' (Party A) and 'CAMBRIDGE MASTER FUND LP.' (Party B)."
1d944ee3ddab55fca2012dbe7e8a32a7.txt,OTHER,95,"The document is a schedule listing various types of contracts (e.g., ISDA Master Agreement, Service Agreement, Insurance Agreement), not a single contract of a specific type. Therefore, 'OTHER' is the most appropriate code.",,10,"No single contract date is provided; the document is a schedule of multiple contracts, each with its own date or coverage period.",,100,There is no indication that this document is an amendment or that it contains an amendment date.,INITIAL,90,"This is a schedule of assumed and assigned executory contracts, which typically accompanies an initial contract or transaction, not an amendment or restatement.",EXECUTED,80,"The schedule is of 'assumed and assigned' contracts, implying these contracts are active and executed, not drafts.","Dynegy Holdings, LLC | Party; Dynegy Inc. | Party; AMEREN ILLINOIS COMPANY D/B/A AMEREN ILLINOIS | Counterparty; CITIGROUP ENERGY INC. | Counterparty; HESS CORPORATION | Counterparty; A2 RECRUITING | Counterparty; ACADIAN GLOBAL EQUITY FUND | Counterparty; ACE AMERICAN INSURANCE COMPANY | Counterparty; ACE BERMUDA INTERNATIONAL INSURANCE | Counterparty; ACE GLOBAL MARKETS SYNDICATE AGM 2488 | Counterparty; AEGIS INSURANCE SERVICES, INC. | Counterparty; AEGIS POWER AND UTILITY CONSORTIUM SYNDICATE 9690 | Counterparty; AKIN GUMP STRAUSS HAUER & FELD LLP | Counterparty; ALLIANZ GLOBAL RISKS U.S. INSURANCE COMPANY | Counterparty; ALLIED WORLD ASSURANCE COMPANY | Counterparty; ALLIED WORLD NATIONAL ASSURANCE CO | Counterparty; ALVAREZ & MARSAL TAXAND, LLC | Counterparty; AMERICAN HEALTHWAYS SERVICES, INC. | Counterparty",95,"The schedule lists Dynegy Holdings, LLC and Dynegy Inc. as the main parties, with various counterparties named for each contract."
215f6054a66b53a99193d9ee5d1f8eae.txt,ISDA,100,"The document is a Schedule to the 2002 ISDA Master Agreement, which matches the ISDA contract type code.",2017-07-12,100,"The text states '2002 ISDA Master Agreement dated as of July 12, 2017', indicating the main contract date.",,100,There is no indication that this is an amendment; it is a schedule to the initial agreement.,INITIAL,95,There is no language indicating amendment or restatement; this is a schedule to the initial ISDA Master Agreement.,EXECUTED,80,"The agreement is dated and the parties are named, which typically indicates an executed contract, though no explicit signature page is shown.","JPMorgan Chase Bank, N.A. | Party A; CMF Graham Capital Master Fund L.P. | Party B",100,The parties are explicitly named as 'Party A' and 'Party B' in the agreement.
2241af180696534ba7db80c610ae5aa4.txt,ISDA,95,"The document refers to the 'ISDA Master Agreement' multiple times and discusses actions under its terms, indicating this is an ISDA Master Agreement-related document.",2006-01-06,90,"The text states 'the ISDA Master Agreement between Morgan Stanley Capital Services LLC (""MSCS"") and Tiles Trust 2005-1 dated January 6, 2006', which is the main contract date.",,100,There is no indication that this document is an amendment or that there is a new amendment date; it is a notice under the existing agreement.,INITIAL,85,The document refers to the original ISDA Master Agreement and does not mention any amendments or restatements; this is a notice under the initial contract.,EXECUTED,90,"The ISDA Master Agreement is referenced as an existing, operative contract, indicating it has been executed.",Morgan Stanley Capital Services LLC | Non-Affected Party; Tiles Trust 2005-1 | Counterparty,95,"The parties are explicitly named as 'Morgan Stanley Capital Services LLC (""MSCS"")' and 'Tiles Trust 2005-1', with MSCS acting as the Non-Affected Party."
2357411a95215d8daa1c46f22f66d5d7.txt,SWAP (Currency Swap Agreement),80,"The document is titled 'SWAP MODIFICATION AGREEMENT' and refers to swap transactions under an ISDA Master Agreement, indicating it is a swap-related agreement. The closest code is SWAP (Currency Swap Agreement).",2020-03-31,95,"The agreement states it is 'effective as March 31, 2020', which is the main effective date for the modification.",2020-04-21,90,"The agreement is 'made on April 21, 2020', which is the date of the amendment's execution.",AMENDMENT (amendment),100,"The document is a 'SWAP MODIFICATION AGREEMENT', which modifies an existing ISDA Master Agreement, making it an amendment.",EXECUTED,80,"The agreement uses language such as 'is made on' and 'the parties agree as follows', indicating it is an executed document.","Citizens Bank, N.A. | Party A; PHR TCI, LLC | Party B",100,"The agreement explicitly states Citizens Bank, N.A. as Party A and PHR TCI, LLC as Party B."
240b8bed8e9a5512b289dbc1a19f4297.txt,GMRA (Global Master Repurchase Agreement),100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA, which is the standard for GMRA agreements.",2011-07-21,100,"The agreement is stated as 'Dated as of July 21, 2011' near the top of the document.",,100,There is no indication that this document is an amendment; it appears to be the original agreement.,INITIAL (initial contract),100,There is no mention of amendment or restatement; the agreement is dated and appears to be the initial contract.,EXECUTED (Executed),90,"The agreement is dated and the parties are named, which typically indicates an executed contract, though actual signatures are not shown in the excerpt.","JPMORGAN CHASE BANK, N.A., LONDON BRANCH | Party A; RACE STREET FUNDING LLC | Party B",100,"The parties are explicitly listed as 'JPMORGAN CHASE BANK, N.A., LONDON BRANCH (""Party A"")' and 'RACE STREET FUNDING LLC (""Party B"")'."
24eca2091b785c938bddc1cbed26748d.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, Inc. Master Agreement, which matches the ISDA contract type.",2010-08-18,100,"The agreement is stated to be 'dated as of August 18, 2010', which is the main contract date.",,100,There is no indication that this document is an amendment; it is an initial master agreement.,INITIAL,100,The document is a 'Master Agreement' with no indication of being amended or restated; it is the initial contract.,EXECUTED,90,"The agreement is dated and appears to be a finalized version, not a draft. While the actual signatures are not shown, the context suggests it is executed.",ALLY AUTO RECEIVABLES TRUST 2010-3; THE ROYAL BANK OF SCOTLAND PLC,100,"The parties are explicitly named as 'ALLY AUTO RECEIVABLES TRUST 2010-3' and 'THE ROYAL BANK OF SCOTLAND PLC'. No specific roles (e.g., Seller/Buyer) are assigned in the provided text."
24ee6bc974f45415b122da9c85a34c24.txt,GMRA (Global Master Repurchase Agreement),100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' multiple times, which matches the GMRA contract type exactly.",2004-02-19,100,"The agreement is explicitly dated as of February 19, 2004 near the top of the document.",,100,There is no indication that this document is an amendment; it appears to be the original agreement.,INITIAL (initial contract),100,There is no mention of amendment or restatement; this is the initial contract.,EXECUTED (Executed),90,"The agreement is dated and formatted as a final document, not a draft, indicating it is executed.",CITIGROUP GLOBAL MARKETS INC. AS AGENT FOR CITIGROUP GLOBAL MARKETS LIMITED | Seller/Agent; CAPITALSOURCE FINANCE LLC | Buyer,95,"The parties are listed as 'PARTY A' and 'PARTY B', and the agreement describes their roles as 'Seller' and 'Buyer' in the transaction."
26229cc9defb5f40a1666c9aaaaaa02d.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., and references the ISDA Master Agreement and its Schedule.",2023-05-19,100,"The agreement is stated as 'dated as of May 19, 2023' near the top of the document.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or restated version.",,50,There is no explicit indication in the provided text whether the agreement is a draft or executed version.,"BANK OF MONTREAL; FUELCELL ENERGY OPCO FINANCE 1, LLC",100,"Both party names are listed at the top of the agreement. No specific roles (e.g., Buyer/Seller) are assigned in the provided text."
287fb7a2e6395439aedd7834af1913ef.txt,ISDA,100,"The document is titled '2002 ISDA MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., indicating it is an ISDA Master Agreement.",2010-07-20,100,"The agreement is stated as 'dated as of July 20, 2010', which is the main contract date.",,100,There is no indication that this document is an amendment; it is an initial master agreement.,INITIAL,100,The document is a '2002 ISDA MASTER AGREEMENT' with no indication of being amended or restated; it is the initial contract.,EXECUTED,90,"The agreement is dated and refers to the parties having entered into the agreement, which typically indicates execution, though explicit signatures are not shown in the excerpt.","HSBC BANK USA, NATIONAL ASSOCIATION; CINEDIGM DIGITAL FUNDING I LLC",100,"The parties are explicitly listed as 'HSBC BANK USA, NATIONAL ASSOCIATION' and 'CINEDIGM DIGITAL FUNDING I LLC'. No explicit roles (e.g., Lender/Borrower) are stated in the provided text."
28883c0bf0a658a6b3f8b741a18178a7.txt,,,,,,,,,,,,,,,,,,
2b142bc050975d54984e367462b2fffd.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the 2002 Master Agreement, schedule, and confirmations, which matches the ISDA contract type.",2020-01-23,100,"The agreement is stated as 'dated as of January 23, 2020', which is the main contract date.",,100,There is no indication that this document is an amendment; it is an initial master agreement.,INITIAL,100,The document is a 2002 ISDA Master Agreement with no indication of being amended or restated.,EXECUTED,90,"The agreement is dated and presented as a formal contract, which typically indicates execution. There is no indication that it is a draft.","Bank of America, N.A.; Verizon Owner Trust 2020-A",100,"The two parties listed at the top are 'Bank of America, N.A.' and 'Verizon Owner Trust 2020-A'. No explicit roles (e.g., Seller/Buyer) are stated."
