filename,contract_type,contract_type_confidence,contract_type_explanation,contract_date,contract_date_confidence,contract_date_explanation,amendment_date,amendment_date_confidence,amendment_date_explanation,amendment_number,amendment_number_confidence,amendment_number_explanation,version_type,version_type_confidence,version_type_explanation,status,status_confidence,status_explanation
1ac97046876756bb8bcc28581198bdeb.txt,ISDA,100,The document is titled 'SCHEDULE TO THE ISDA MASTER AGREEMENT' and references the ISDA Master Agreement throughout.,2006-02-13,100,"The text states 'dated as of February 13, 2006', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial ISDA Master Agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,95,The document is a schedule to the ISDA Master Agreement and does not reference being an amendment or amended and restated version.,EXECUTED,80,"The contract is dated and lists both parties, which typically indicates an executed agreement, though no explicit 'signed' language is present."
1acc4999ab0950bd92e59bfa201013c7.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT (SERIES 2008-A CLASS B)' and references the International Swap Dealers Association, confirming it is an ISDA Master Agreement.",2008-09-12,100,"The agreement is stated to be 'dated as of September 12, 2008', which is the main contract date.",,100,There is no indication this document is an amendment; it is an initial master agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The agreement is dated and appears to be the final executed version, not a draft, as there are no draft indicators."
1aecc12bda995eda92e3be9bb37281ae.txt,ISDA,95,"The document is titled 'SCHEDULE TO JP MORGAN CHASE BANK, N.A. ISDA MASTER AGREEMENT' and refers to the 2002 Master Agreement, indicating it is an ISDA Master Agreement schedule.",2008-05-05,98,"The text states '2002 MASTER AGREEMENT dated as of 5 May, 2008', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial agreement.,,100,No amendment number is mentioned and the document is not an amendment.,INITIAL,95,"The document is a schedule to the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is labeled 'Execution Copy', which typically indicates it is the executed version."
1bf939a8b886502e87c23b970ab61d1b.txt,TERMINATION,100,The document is titled 'TERMINATION ACKNOWLEDGMENT (TRS)' and repeatedly refers to the termination of transactions under the Master Agreement.,2011-08-11,95,"The ISDA 2002 Master Agreement is referenced as dated August 11, 2011, which is the date of the initial contract being terminated.",2013-05-24,100,"The document is dated May 24, 2013, which is the effective date of this termination acknowledgment.",,100,There is no mention of an amendment number in the document.,AMENDMENT,100,"This is a termination acknowledgment, which is a form of amendment to the original contract.",EXECUTED,95,"The document includes 'IN WITNESS WHEREOF, the undersigned have caused this Termination Acknowledgment to be duly executed as of the date first written above.', indicating execution."
1d7c4032c83b5569a8e06ae1044acead.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc, which is an ISDA Master Agreement.",2017-07-12,100,"The agreement is 'dated as of July 12, 2017', which is the main effective date of the contract.",,100,There is no indication in the text that this document is an amendment; it is the initial contract.,,100,"There is no mention of an amendment number, and the document is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The contract is dated and appears to be the final executed version, not a draft. There is no indication it is a draft."
1d944ee3ddab55fca2012dbe7e8a32a7.txt,OTHER,70,"The document lists several contracts, including '2002 ISDA MASTER AGREEMENT (2008)' and '1992 ISDA MASTER AGREEMENT (2001)', which are ISDA Master Agreements. However, the document is a schedule of multiple contracts, not a single contract, so ISDA is the most specific applicable code.",,20,No specific effective or execution date is provided for the ISDA Master Agreements or other contracts in the schedule.,,100,There is no indication that this document is an amendment; it is a schedule of contracts.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,70,"This appears to be an initial schedule of assumed and assigned contracts, not an amendment or amended and restated version.",EXECUTED,80,"The schedule lists contracts that are assumed and assigned, which typically occurs after execution. There is no indication that this is a draft."
215f6054a66b53a99193d9ee5d1f8eae.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 ISDA Master Agreement' and references the ISDA Master Agreement throughout, indicating it is an ISDA Master Agreement document.",2017-07-12,100,"The text states '2002 ISDA Master Agreement dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial contract.,,100,There is no mention of an amendment number or that this is an amendment.,INITIAL,100,"This is the schedule to the initial ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The document provides the effective date and parties, which typically indicates an executed contract, though the actual signatures are not shown in the excerpt."
2241af180696534ba7db80c610ae5aa4.txt,EMAIL,95,"The document refers to the 'ISDA Master Agreement' multiple times and discusses actions under its provisions, indicating the contract type is ISDA.",2006-01-06,95,"The text states: 'the ISDA Master Agreement between Morgan Stanley Capital Services LLC (""MSCS"") and Tiles Trust 2005-1 dated January 6, 2006', which is the main contract date.",,100,There is no indication that this document is an amendment or that it provides a new amendment date; it is a notice under the existing contract.,,100,No amendment number is mentioned and the document is not an amendment.,INITIAL,90,"The document is a notice under the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The ISDA Master Agreement is referenced as an existing, operative contract, indicating it has been executed."
2357411a95215d8daa1c46f22f66d5d7.txt,ISDA,95,"The document is titled 'SWAP MODIFICATION AGREEMENT' and references the ISDA Master Agreement and related Schedule throughout, indicating it modifies an ISDA Master Agreement.",2018-08-14,95,"The ISDA Master Agreement is dated as of August 14, 2018, which is the date of the initial contract being amended by this modification.",2020-03-31,90,"The agreement is made on April 21, 2020 and effective as of March 31, 2020; the effective date is typically used as the amendment date.",,80,There is no explicit amendment number mentioned in the provided text.,AMENDMENT,100,"The document is a 'SWAP MODIFICATION AGREEMENT' modifying the ISDA Master Agreement, making it an amendment.",EXECUTED,80,"The agreement uses language such as 'is made on' and 'the parties agree as follows,' indicating it is an executed agreement rather than a draft."
240b8bed8e9a5512b289dbc1a19f4297.txt,GMRA,100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA, which is the standard for GMRA agreements.",2011-07-21,100,"The agreement is explicitly dated as of July 21, 2011 near the top of the document.",,100,There is no indication that this document is an amendment; it appears to be the initial agreement.,,100,There is no mention of any amendment number or amendment status in the provided text.,INITIAL,100,The document is the original 'GLOBAL MASTER REPURCHASE AGREEMENT' and does not reference any amendments or restatements.,EXECUTED,90,"The agreement is dated and lists the parties, which strongly suggests it is an executed contract, not a draft."
24eca2091b785c938bddc1cbed26748d.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, indicating it is an ISDA Master Agreement.",2010-08-18,100,"The agreement is stated to be 'dated as of August 18, 2010' in the document.",,100,There is no indication that this document is an amendment; it is the original master agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is dated and formatted as a finalized agreement, not a draft, indicating it is executed."
24ee6bc974f45415b122da9c85a34c24.txt,GMRA,100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT', which matches the GMRA contract type code.",2004-02-19,100,"The agreement is dated as of February 19, 2004, which is explicitly stated in the document.",,100,There is no indication that this document is an amendment; it appears to be the initial contract.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,The document is the original 'GLOBAL MASTER REPURCHASE AGREEMENT' and not an amendment or restatement.,EXECUTED,80,"The agreement is dated and appears to be a finalized contract, with no indications that it is a draft."
26229cc9defb5f40a1666c9aaaaaa02d.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, which matches the ISDA contract type.",2023-05-19,100,"The agreement is stated to be 'dated as of May 19, 2023', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,There is no amendment number mentioned and the document is not an amendment.,INITIAL,100,The document is the original 2002 Master Agreement and not an amendment or restatement.,EXECUTED,90,"The agreement is dated and appears to be a finalized contract, not a draft. No explicit draft language is present."
287fb7a2e6395439aedd7834af1913ef.txt,ISDA,100,"The document is titled '2002 ISDA MASTER AGREEMENT' and references the International Swaps and Derivatives Association, indicating it is an ISDA Master Agreement.",2010-07-20,100,"The agreement is stated as 'dated as of July 20, 2010', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The agreement is dated and appears to be a finalized version, not a draft. There is no explicit mention of 'draft' or 'executed', but the context suggests it is executed."
28883c0bf0a658a6b3f8b741a18178a7.txt,ISDA,100,The document is titled 'FIRST AMENDMENT TO ISDA MASTER AGREEMENT' and references the ISDA Master Agreement throughout.,2007-06-12,100,"The original ISDA Master Agreement is stated as dated June 12, 2007: 'ISDA Master Agreement dated as of June 12, 2007 (the ""Master Agreement"")'.",2009-04-06,100,"The amendment is made as of April 6, 2009: 'is made as of the 6th day of April 2009 (the ""Effective Date"")'.",1,100,"The document is titled 'FIRST AMENDMENT TO ISDA MASTER AGREEMENT', indicating this is the first amendment.",AMENDMENT,100,"The document is an amendment to an existing agreement, as indicated by the title and content.",EXECUTED,100,"The document states 'the parties have executed this Amendment in two counterparts by their duly authorized representatives', indicating it is executed."
2b142bc050975d54984e367462b2fffd.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the 2002 Master Agreement, schedule, and confirmations, which matches the ISDA code.",2020-01-23,100,"The agreement is stated as 'dated as of January 23, 2020', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial contract.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The agreement is dated and appears to be the final executed version, not a draft."
2d390fb1345b518f8ce7bef938e373de.txt,ISDA,100,The document is titled 'NINTH AMENDMENT TO FIRST LIEN ISDA 2002 MASTER AGREEMENT' and references the ISDA Master Agreement throughout.,2016-03-17,95,"The original contract date is stated as 'that certain First Lien ISDA 2002 Master Agreement, dated as of March 17, 2016'.",2019-11-01,100,"The amendment is entered into 'as of November 1, 2019', which is the date of this (ninth) amendment.",9,100,"The document is titled 'NINTH AMENDMENT', indicating this is the ninth amendment.",AMENDMENT,100,"The document is an amendment to the original contract, as indicated by the title and repeated references.",EXECUTED,95,"The document is labeled 'EXECUTION VERSION', which typically indicates it is the executed version."
323d3c0abdc656b2a4e43b6b23966897.txt,GMRA,98,"The document is titled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA, which is the standard for GMRA agreements.",2012-09-26,99,"The agreement is stated as 'Dated as of September 26, 2012' near the top of the document.",,100,"This is an amended and restated agreement, not a standalone amendment, so amendment_date is not applicable.",,100,There is no mention of an amendment number in the provided text.,RESTATED,100,"The document is titled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT', which matches the 'amended and restated' version type.",EXECUTED,90,"The agreement is dated and lists the parties, which typically indicates an executed agreement, though explicit signatures are not shown in the excerpt."
334088f9de685837a7525f4b2175e3e4.txt,ISDA,100,"The document is titled 'ISDA International Swaps and Derivatives Association, Inc. MASTER AGREEMENT' and mentions both the schedule and confirmations, which matches the ISDA Master Agreement code.",2005-06-30,100,"The agreement is stated as 'dated as of June 30, 2005', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,There is no amendment number mentioned and the document is not an amendment.,INITIAL,100,The document is the original ISDA Master Agreement and not an amendment or amended and restated version.,EXECUTED,80,"The agreement is dated and appears to be the executed version, as there is no indication that it is a draft."
347f78b02fe15cdabecb546be184c964.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc. (ISDA), and mentions both the schedule and the CSA, which fits the ISDA Master Agreement code.",2019-06-04,100,"The document states 'dated as of June 4, 2019', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original 2002 Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and presented as a finalized contract, not a draft. While explicit signatures are not shown, the context indicates it is executed."
359fd50d13c6566690d0cc51a332dec8.txt,OTHER,95,"The document is a schedule listing various types of contracts (ISDA Master Agreements, Service Agreements, Insurance Agreements, etc.), not a single contract of a specific type. Therefore, 'OTHER' is the most appropriate code.",,20,"No single contract date is provided; the document is a schedule of multiple contracts, each with its own date, but none is specified as the main contract date for the schedule itself.",,100,There is no indication that this document is an amendment; it is a schedule of contracts.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,80,"This appears to be the initial version of a schedule of assumed and assigned contracts, not an amendment or restatement.",EXECUTED,70,"Schedules of assumed and assigned contracts are typically executed as part of a transaction or bankruptcy process, though the document does not explicitly state its status."
35bbecfce1f85bd4b9f7ac211f7ad902.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT/SCHEDULE TO ISDA MASTER AGT.' and refers to the International Swap Dealers Association Master Agreement, which matches the ISDA code.",2004-06-30,100,"The agreement is stated to be 'dated as of June 30, 2004', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,95,"The agreement is dated and appears to be the final executed version, not a draft. There is no indication that it is a draft."
36a31e571bec5cdfb2a270c772619d4e.txt,ISDA,100,"The document is titled 'TWENTY-FIFTH AMENDMENT TO FIRST LIEN ISDA 2002 MASTER AGREEMENT', indicating it is an amendment to an ISDA Master Agreement.",,30,The date of the initial contract (the First Lien ISDA Master Agreement) is not provided in the excerpt.,2022-06-28,100,"The amendment is stated to be entered into as of June 28, 2022.",25,100,"The document is titled 'TWENTY-FIFTH AMENDMENT', indicating this is the 25th amendment.",AMENDMENT,100,"The document is an amendment to an existing contract, as indicated by the title.",EXECUTED,95,"The document is labeled 'Execution Version', which typically means it is the executed version."
36eed4189a145f6b9813868c78e0b921.txt,ISDA,100,"The document is titled 'ISDA' and refers to the '2002 Master Agreement', which matches the ISDA Master Agreement contract type.",2012-05-25,100,"The text states 'dated as of May 25, 2012', which is the main date associated with the contract.",,100,There is no indication that this document is an amendment; it appears to be the initial agreement.,,100,There is no mention of any amendment number in the document.,INITIAL,100,"The document is a 'SCHEDULE to the 2002 Master Agreement' and does not reference any amendment or restatement, indicating it is the initial contract.",EXECUTED,80,"The contract is dated and lists both parties, which typically indicates execution, though there is no explicit mention of signatures in the provided text."
3aa24fc8e5e95724b53d37347cd28c50.txt,ISDA,100,"The document is titled 'ISDA International Swaps and Derivatives Association, Inc. 2002 MASTER AGREEMENT' and refers to the 2002 Master Agreement, which is an ISDA Master Agreement.",2017-07-12,100,"The agreement is 'dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial contract.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the initial ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The agreement is dated and appears to be a finalized version, not a draft. There is no explicit mention of 'draft' or 'executed', but the presence of a date and formal parties suggests it is executed."
3ab55b7529af50e4a9fb191f7549ddd6.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 ISDA Master Agreement', indicating it is part of an ISDA Master Agreement.",2017-07-12,100,"The text states '2002 ISDA Master Agreement dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial contract.,,100,There is no amendment number mentioned and the document is not an amendment.,INITIAL,100,"This is the schedule to the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The contract includes a specific date and parties, which typically indicates execution, though explicit signatures are not shown in the provided text."
3ab9f5646fdc56eaa53dfdc67849c114.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., which matches the ISDA contract type.",2011-03-10,100,"The agreement is stated as 'dated as of March 10, 2011', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be a finalized contract, not a draft. There is no explicit mention of signatures, but the context and formal dating suggest execution."
